0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
5727,fil-3408,2011-01-14 00:00:00,1432-02-10,Friday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1054.0,None,176520,0,1,3690,SAR 198852
5728,fil-3409,2011-01-14 00:00:00,1432-02-10,Friday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 133169.0,None,654622,0,1,16614,SAR 899570
5729,fil-3410,2011-01-14 00:00:00,1432-02-10,,January,Safar,Center,Regular,300,No,12 hrs,SAR 7264.0,Regular,345989,172994,5,6712,SAR 312726
5730,fil-3411,2011-01-14 00:00:00,1432-02-10,Friday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 78411.0,Regular,673718,336859,11,7704,SAR 373976
5731,fil-3401,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,,Hyper,445,Yes,24 hrs,SAR 44751.0,Regular,301275,180765,10,4819,SAR 204165
5732,fil-3402,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 34967.0,Regular,667510,333755,8,11716,SAR 502166
5733,fil-3403,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,,Grande,1995,No,18 hrs,SAR 742742.0,Grand,730022,292008,6,12012,SAR 574232
5734,fil-3404,2011-01-15 00:00:00,1432-02-11,Saturday,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 291301.0,None,488475,0,2,6257,SAR 317488
5735,fil-3405,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 19367.0,None,456429,0,5,9046,SAR 606393
5736,fil-3406,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 21960.0,Regular,240296,72088,2,6476,SAR 321801
5737,fil-3407,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 13171.0,None,591796,0,10,11847,SAR 607866
5738,fil-3408,2011-01-15 00:00:00,1432-02-11,Saturday,Jan,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1120.0,None,176554,0,1,3804,SAR 221789
5739,fil-3409,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Border,,3070,No,12 hrs,SAR 144480.0,None,653116,0,1,17459,SAR 961214
5740,fil-3410,2011-01-15 00:00:00,1432-02-11,Saturday,Jan,Safar,,Regular,300,No,12 hrs,SAR 8075.0,None,373933,0,5,3731,SAR 175886
5741,fil-3411,2011-01-15 00:00:00,1432-02-11,Saturday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 81739.0,Regular,663045,265218,11,14396,SAR 759678
5742,fil-3401,2011-01-16 00:00:00,1432-02-12,Sunday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 50790.0,None,290902,0,10,4998,SAR 261621
5743,fil-3402,2011-01-16 00:00:00,1432-02-12,Sunday,January,Safar,,Hyper,640,No,18 hrs,SAR 44021.0,Regular,667442,200232,8,13494,SAR 654660
5744,fil-3403,2011-01-16 00:00:00,1432-02-12,Sunday,January,Safar,,,1995,No,18 hrs,SAR 839409.0,Regular,729788,364894,6,13384,SAR 545930
5745,fil-3404,2011-01-16 00:00:00,1432-02-12,Sunday,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 293151.0,Grand,499443,199777,2,9013,SAR 407913
5746,fil-3405,2011-01-16 00:00:00,1432-02-12,Sunday,,Safar,Center,Hyper,925,Yes,12 hrs,SAR 17009.0,None,483376,0,5,5341,SAR 255856
5747,fil-3406,2011-01-16 00:00:00,1432-02-12,Sunday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 24895.0,None,236455,0,2,5209,SAR 274164
5748,fil-3407,2011-01-16 00:00:00,1432-02-12,Sunday,,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14959.0,Regular,593426,237370,10,5340,SAR 271311
5749,fil-3408,2011-01-16 00:00:00,1432-02-12,Sunday,,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 915.0,None,205069,0,1,4504,SAR 188638
5750,fil-3409,2011-01-16 00:00:00,1432-02-12,Sunday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 114235.0,None,681631,0,1,13163,SAR 725871
5751,fil-3410,2011-01-16 00:00:00,1432-02-12,Sunday,,Safar,Center,Regular,300,No,12 hrs,SAR 8480.0,None,344533,0,5,6624,SAR 347376
5752,fil-3411,2011-01-16 00:00:00,1432-02-12,Sun,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 65938.0,None,663212,0,11,5139,SAR 259927
5753,fil-3401,2011-01-17 00:00:00,1432-02-13,,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 42793.0,None,290400,0,10,4842,SAR 235332
5754,fil-3402,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 36892.0,None,667709,0,8,7764,SAR 341486
5755,fil-3403,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 810378.0,Regular,729737,291894,6,13046,SAR 725428
5756,fil-3404,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,,Grande,3125,Yes,18 hrs,SAR 345501.0,Regular,519838,155951,2,9392,SAR 466413
5757,fil-3405,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 19925.0,Grand,452546,135763,5,8808,SAR 432299
5758,fil-3406,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 25476.0,None,236499,0,2,2633,SAR 104086
5759,fil-3407,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14218.0,None,600733,0,10,6610,SAR 312769
5760,fil-3408,2011-01-17 00:00:00,1432-02-13,,January,Safar,Outskirts,,1535,No,12 hrs,SAR 1037.0,Regular,178247,106948,1,3942,SAR 184839
5761,fil-3409,2011-01-17 00:00:00,1432-02-13,,January,Safar,Border,Grande,3070,No,12 hrs,SAR 144215.0,None,650961,0,1,8227,SAR 406520
5762,fil-3410,2011-01-17 00:00:00,1432-02-13,Monday,January,Safar,Center,Regular,300,No,12 hrs,SAR 8320.0,None,343690,0,5,6044,SAR 311650
5763,fil-3411,2011-01-17 00:00:00,1432-02-13,Mon,Jan,Safar,Center,Hyper,760,Yes,24 hrs,SAR 64116.0,None,667062,0,11,6804,SAR 358063
5764,fil-3401,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,,Hyper,445,Yes,24 hrs,SAR 41954.0,None,290404,0,10,4414,SAR 222697
5765,fil-3402,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Center,,640,No,18 hrs,SAR 35758.0,None,699502,0,8,8784,SAR 542168
5766,fil-3403,2011-01-18 00:00:00,1432-02-14,,January,Safar,Center,Grande,1995,No,18 hrs,SAR 873399.0,None,730242,0,6,13670,SAR 645682
5767,fil-3404,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 446819.0,Regular,488391,293034,2,8546,SAR 433235
5768,fil-3405,2011-01-18 00:00:00,1432-02-14,,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 17993.0,Regular,452707,226353,5,5649,SAR 272699
5769,fil-3406,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 23574.0,Grand,237260,142356,2,4460,SAR 207764
5770,fil-3407,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14068.0,None,589497,0,10,5939,SAR 334961
5771,fil-3408,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Outskirts,,1535,No,12 hrs,SAR 850.0,None,185694,0,1,2909,SAR 134828
5772,fil-3409,2011-01-18 00:00:00,1432-02-14,Tuesday,Jan,Safar,Border,Grande,3070,No,12 hrs,SAR 158716.0,Regular,662256,331128,1,6672,SAR 395425
5773,fil-3410,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Center,Regular,300,No,12 hrs,SAR 6719.0,None,343994,0,5,7393,SAR 375483
5774,fil-3411,2011-01-18 00:00:00,1432-02-14,Tuesday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 88939.0,None,665476,0,11,5097,SAR 214992
5775,fil-3401,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 44063.0,None,290461,0,10,2839,SAR 139508
5776,fil-3402,2011-01-19 00:00:00,1432-02-15,,Jan,Safar,Center,Hyper,640,No,18 hrs,SAR 32339.0,None,667928,0,8,6259,SAR 330994
5777,fil-3403,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 786726.0,None,730036,0,6,7516,SAR 377846
5778,fil-3404,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 386871.0,None,492529,0,2,10648,SAR 462486
5779,fil-3405,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,,Hyper,925,Yes,12 hrs,SAR 16997.0,Regular,452547,135764,5,4161,SAR 201709
5780,fil-3406,2011-01-19 00:00:00,1432-02-15,,January,Safar,Border,,1645,Yes,24 hrs,SAR 20355.0,Regular,236399,141839,2,4681,SAR 219488
5781,fil-3407,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 11682.0,Grand,589497,235798,10,6445,SAR 330652
5782,fil-3408,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1006.0,None,174741,0,1,4313,SAR 190055
5783,fil-3409,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,,Grande,3070,No,12 hrs,SAR 139952.0,None,652257,0,1,12867,SAR 642460
5784,fil-3410,2011-01-19 00:00:00,1432-02-15,Wednesday,January,Safar,Center,Regular,300,No,12 hrs,SAR 7637.0,Regular,343690,103107,5,4964,SAR 247373
5785,fil-3411,2011-01-19 00:00:00,1432-02-15,,January,Safar,,Hyper,760,Yes,24 hrs,SAR 65056.0,None,663045,0,11,11498,SAR 518918
5786,fil-3401,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 50955.0,Regular,290419,116167,10,2241,SAR 110499
5787,fil-3402,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 36210.0,None,667470,0,8,8802,SAR 436909
5788,fil-3403,2011-01-20 00:00:00,1432-02-16,,,Safar,Center,Grande,1995,No,18 hrs,SAR 708119.0,None,729732,0,6,6602,SAR 316594
5789,fil-3404,2011-01-20 00:00:00,1432-02-16,Thu,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 373533.0,None,488408,0,2,7779,SAR 412224
5790,fil-3405,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,,Hyper,925,Yes,12 hrs,SAR 11191.0,None,485919,0,5,7395,SAR 394092
5791,fil-3406,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 24346.0,Regular,243483,97393,2,2557,SAR 143433
5792,fil-3407,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14131.0,Regular,590351,354210,10,6388,SAR 290083
5793,fil-3408,2011-01-20 00:00:00,1432-02-16,Thursday,Jan,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1201.0,Grand,194152,116491,1,3171,SAR 141382
5794,fil-3409,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 117300.0,None,650818,0,1,16510,SAR 826779
5795,fil-3410,2011-01-20 00:00:00,1432-02-16,Thursday,January,Safar,Center,Regular,300,No,12 hrs,SAR 6960.0,None,343797,0,5,7245,SAR 311491
5796,fil-3411,2011-01-20 00:00:00,1432-02-16,Thursday,Jan,Safar,,Hyper,760,Yes,24 hrs,SAR 82867.0,Regular,663055,331527,11,7956,SAR 398298
5797,fil-3401,2011-01-21 00:00:00,1432-02-17,Friday,,Safar,Center,Hyper,445,Yes,24 hrs,SAR 43708.0,None,290508,0,10,4156,SAR 231276
5798,fil-3402,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,,Hyper,640,No,18 hrs,SAR 36749.0,Regular,667941,267176,8,13357,SAR 643580
5799,fil-3403,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,,Grande,1995,No,18 hrs,SAR 704200.0,None,729913,0,6,12317,SAR 567792
5800,fil-3404,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 339185.0,None,488906,0,2,9275,SAR 426744
5801,fil-3405,2011-01-21 00:00:00,1432-02-17,,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 18012.0,None,452563,0,5,4830,SAR 213989
5802,fil-3406,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 24257.0,None,236430,0,2,5149,SAR 199403
5803,fil-3407,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Center,,870,Yes,12 hrs,SAR 14118.0,Regular,589525,176857,10,5482,SAR 244030
5804,fil-3408,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1013.0,Regular,208280,104140,1,3857,SAR 199914
5805,fil-3409,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 155776.0,Grand,650802,260320,1,10575,SAR 625422
5806,fil-3410,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Center,Regular,300,No,12 hrs,SAR 6736.0,None,377749,0,5,8426,SAR 420631
5807,fil-3411,2011-01-21 00:00:00,1432-02-17,Friday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 77025.0,None,663098,0,11,11704,SAR 588298
5808,fil-3401,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 39590.0,None,290939,0,10,4408,SAR 184961
5809,fil-3402,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,,640,No,18 hrs,SAR 38479.0,None,667517,0,8,17517,SAR 1004311
5810,fil-3403,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,,1995,No,18 hrs,SAR 703262.0,Regular,737060,294824,6,15502,SAR 797830
5811,fil-3404,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 398687.0,None,488912,0,2,11117,SAR 530219
5812,fil-3405,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 17069.0,None,452563,0,5,10665,SAR 418130
5813,fil-3406,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 26704.0,None,236934,0,2,4345,SAR 200923
5814,fil-3407,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 14979.0,None,589482,0,10,5676,SAR 280932
5815,fil-3408,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 963.0,Regular,181553,54465,1,4673,SAR 195140
5816,fil-3409,2011-01-22 00:00:00,1432-02-18,Saturday,,Safar,Border,Grande,3070,No,12 hrs,SAR 153310.0,Regular,651694,325847,1,9463,SAR 403151
5817,fil-3410,2011-01-22 00:00:00,1432-02-18,Saturday,January,Safar,Center,Regular,300,No,12 hrs,SAR 8439.0,Grand,343753,206251,5,8195,SAR 359775
5818,fil-3411,2011-01-22 00:00:00,1432-02-18,Saturday,,Safar,Center,Hyper,760,Yes,24 hrs,SAR 64389.0,None,663145,0,11,7250,SAR 350248
5819,fil-3401,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 46377.0,Grand,311489,155744,10,3797,SAR 184279
5820,fil-3402,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Center,,640,No,18 hrs,SAR 34008.0,None,702843,0,8,10728,SAR 439421
5821,fil-3403,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 923556.0,None,729764,0,6,6735,SAR 310092
5822,fil-3404,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Border,Grande,3125,Yes,18 hrs,SAR 351214.0,Regular,488436,146530,2,7088,SAR 344548
5823,fil-3405,2011-01-23 00:00:00,1432-02-19,,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 16563.0,None,452591,0,5,7059,SAR 368520
5824,fil-3406,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 26071.0,None,236458,0,2,2667,SAR 132344
5825,fil-3407,2011-01-23 00:00:00,1432-02-19,,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 11583.0,None,589785,0,10,9710,SAR 485763
5826,fil-3408,2011-01-23 00:00:00,1432-02-19,,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1182.0,None,181677,0,1,2621,SAR 138214
5827,fil-3409,2011-01-23 00:00:00,1432-02-19,Sunday,Jan,Safar,Border,Grande,3070,No,12 hrs,SAR 126546.0,Regular,671872,403123,1,6799,SAR 360036
5828,fil-3410,2011-01-23 00:00:00,1432-02-19,Sunday,,Safar,Center,Regular,300,No,12 hrs,SAR 7868.0,Regular,343753,171876,5,3032,SAR 169145
5829,fil-3411,2011-01-23 00:00:00,1432-02-19,Sunday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 79771.0,Grand,665665,399399,11,8600,SAR 381212
5830,fil-3401,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 42209.0,Regular,290419,174251,10,3349,SAR 173103
5831,fil-3402,2011-01-24 00:00:00,1432-02-20,Mon,January,Safar,Center,Hyper,640,No,18 hrs,SAR 26657.0,Grand,703552,281420,8,11498,SAR 710869
5832,fil-3403,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 684307.0,None,729738,0,6,13254,SAR 708693
5833,fil-3404,2011-01-24 00:00:00,1432-02-20,Mon,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 331357.0,None,489954,0,2,8087,SAR 405845
5834,fil-3405,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 20258.0,Regular,465297,186118,5,4984,SAR 237751
5835,fil-3406,2011-01-24 00:00:00,1432-02-20,,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 23310.0,None,272539,0,2,5708,SAR 277932
5836,fil-3407,2011-01-24 00:00:00,1432-02-20,Mon,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 13978.0,None,590398,0,10,8637,SAR 450346
5837,fil-3408,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1048.0,None,195711,0,1,3603,SAR 156327
5838,fil-3409,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 148985.0,None,663552,0,1,16803,SAR 820423
5839,fil-3410,2011-01-24 00:00:00,1432-02-20,,January,Safar,Center,Regular,300,No,12 hrs,SAR 7790.0,Regular,343694,171847,5,3825,SAR 194179
5840,fil-3411,2011-01-24 00:00:00,1432-02-20,Monday,January,Safar,Center,,760,Yes,24 hrs,SAR 71171.0,Regular,663588,265435,11,9209,SAR 465241
5841,fil-3401,2011-01-25 00:00:00,1432-02-21,Tuesday,,Safar,Center,Hyper,445,Yes,24 hrs,SAR 49968.0,Regular,290404,145202,10,2962,SAR 113234
5842,fil-3402,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 37951.0,Regular,667967,200390,8,14732,SAR 811235
5843,fil-3403,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 669885.0,Grand,730287,365143,6,15620,SAR 859195
5844,fil-3404,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Border,,3125,Yes,18 hrs,SAR 432055.0,None,489976,0,2,4635,SAR 202724
5845,fil-3405,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 15252.0,None,452538,0,5,6516,SAR 328029
5846,fil-3406,2011-01-25 00:00:00,1432-02-21,Tue,,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 22497.0,Regular,236459,94583,2,2692,SAR 132326
5847,fil-3407,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Center,,870,Yes,12 hrs,SAR 12181.0,None,589575,0,10,10644,SAR 520093
5848,fil-3408,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,,Regular,1535,No,12 hrs,SAR 1110.0,None,174225,0,1,3493,SAR 174093
5849,fil-3409,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 134573.0,None,650847,0,1,14370,SAR 670805
5850,fil-3410,2011-01-25 00:00:00,1432-02-21,Tuesday,,Safar,Center,Regular,300,No,12 hrs,SAR 7773.0,None,343700,0,5,3336,SAR 157232
5851,fil-3411,2011-01-25 00:00:00,1432-02-21,Tuesday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 79142.0,Regular,665745,266298,11,10984,SAR 496578
5852,fil-3401,2011-01-26 00:00:00,1432-02-22,Wednesday,,Safar,Center,Hyper,445,Yes,24 hrs,SAR 46764.0,None,292026,0,10,2452,SAR 106475
5853,fil-3402,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 31570.0,Regular,667412,400447,8,12800,SAR 668984
5854,fil-3403,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 766146.0,Regular,729748,218924,6,14512,SAR 778595
5855,fil-3404,2011-01-26 00:00:00,1432-02-22,Wednesday,,Safar,,Grande,3125,Yes,18 hrs,SAR 355219.0,Grand,488383,146514,2,5633,SAR 303576
5856,fil-3405,2011-01-26 00:00:00,1432-02-22,Wednesday,,Safar,,Hyper,925,Yes,12 hrs,SAR 17220.0,None,452532,0,5,3529,SAR 195329
5857,fil-3406,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 22019.0,None,241040,0,2,3629,SAR 198832
5858,fil-3407,2011-01-26 00:00:00,1432-02-22,Wednesday,,Safar,Center,Hyper,870,Yes,12 hrs,SAR 11294.0,Regular,589483,294741,10,4951,SAR 231159
5859,fil-3408,2011-01-26 00:00:00,1432-02-22,Wednesday,,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 995.0,None,178866,0,1,2181,SAR 104561
5860,fil-3409,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,,Grande,3070,No,12 hrs,SAR 158054.0,None,651743,0,1,13348,SAR 553036
5861,fil-3410,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,Center,Regular,300,No,12 hrs,SAR 9383.0,None,343710,0,5,4298,SAR 239357
5862,fil-3411,2011-01-26 00:00:00,1432-02-22,Wednesday,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 69258.0,None,663036,0,11,10237,SAR 467385
5863,fil-3401,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,Center,Hyper,445,Yes,24 hrs,SAR 41626.0,None,292048,0,10,3527,SAR 162579
5864,fil-3402,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,,Hyper,640,No,18 hrs,SAR 38545.0,None,675385,0,8,12656,SAR 575434
5865,fil-3403,2011-01-27 00:00:00,1432-02-23,Thursday,,Safar,Center,Grande,1995,No,18 hrs,SAR 852113.0,Regular,729738,218921,6,9095,SAR 428525
5866,fil-3404,2011-01-27 00:00:00,1432-02-23,Thursday,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 399564.0,Regular,501845,301107,2,8853,SAR 457194
5867,fil-3405,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 15649.0,Grand,452532,181012,5,4818,SAR 226584
5868,fil-3406,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 19183.0,None,236592,0,2,3424,SAR 169309
5869,fil-3407,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 12272.0,None,627820,0,10,5868,SAR 301566
5870,fil-3408,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,Outskirts,Regular,1535,No,12 hrs,SAR 1226.0,Regular,174241,52272,1,4002,SAR 211947
5871,fil-3409,2011-01-27 00:00:00,1432-02-23,Thu,January,Safar,Border,Grande,3070,No,12 hrs,SAR 129891.0,None,664255,0,1,7419,SAR 456836
5872,fil-3410,2011-01-27 00:00:00,1432-02-23,Thursday,January,Safar,,Regular,300,No,12 hrs,SAR 7385.0,None,366428,0,5,7884,SAR 386491
5873,fil-3411,2011-01-27 00:00:00,1432-02-23,,January,Safar,Center,Hyper,760,Yes,24 hrs,SAR 92313.0,None,676508,0,11,5849,SAR 287478
5874,fil-3401,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,,445,Yes,24 hrs,SAR 45083.0,None,290599,0,10,3738,SAR 183675
5875,fil-3402,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,Hyper,640,No,18 hrs,SAR 35570.0,None,667748,0,8,9505,SAR 471714
5876,fil-3403,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,Grande,1995,No,18 hrs,SAR 820594.0,None,752898,0,6,15492,SAR 785761
5877,fil-3404,2011-01-28 00:00:00,1432-02-24,Friday,Jan,Safar,Border,Grande,3125,Yes,18 hrs,SAR 346850.0,Regular,488572,244286,2,10765,SAR 532633
5878,fil-3405,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,Hyper,925,Yes,12 hrs,SAR 19640.0,Regular,453107,181242,5,4485,SAR 285013
5879,fil-3406,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Border,Hyper,1645,Yes,24 hrs,SAR 23354.0,Grand,275519,110207,2,6149,SAR 295887
5880,fil-3407,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,Hyper,870,Yes,12 hrs,SAR 10779.0,None,589578,0,10,12868,SAR 646638
5881,fil-3408,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,,Regular,1535,No,12 hrs,SAR 1060.0,None,174225,0,1,2602,SAR 138047
5882,fil-3409,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Border,Grande,3070,No,12 hrs,SAR 136857.0,Regular,664497,332248,1,12857,SAR 537217
5883,fil-3410,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,Regular,300,No,12 hrs,SAR 6652.0,None,343756,0,5,7913,SAR 362253
5884,fil-3411,2011-01-28 00:00:00,1432-02-24,Friday,January,Safar,Center,,760,Yes,24 hrs,SAR 82273.0,None,686206,0,11,11215,SAR 540428
